boutique,code_postal,client_anciennete,frequence_visites,captation,causes_achats,produit_prefere,produits_moins_connus,client_internet,volonte_boutique_proche,lat,lon,lat_boutique,lon_boutique
Bordeaux,33800,Depuis quelques annees,regulier,bouche a oreille,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,oui,sans_avis,44.82131965694444,-0.5647430247222223,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,40000,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau,Chocolat,Autres,Non,sans_avis,43.89234604476534,-0.4922056433212996,44.841225,-0.5800364
Bordeaux,33400,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,44.8059703,-0.5892206809685444,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Autres,Autres,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33300,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,44.868102457714286,-0.5625636965714286,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis moins d'un an,regulier,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau; Fetes,Chocolat,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,95420,C’est une de mes premieres visites,exceptionelle,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,Non,49.13345,1.782679451320189,44.841225,-0.5800364
Bordeaux,40460,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Mouchous,Espelines,Non,sans_avis,24.167462683333333,120.67134525,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,par hasard en passant devant,quand je reçois du monde ou quand je suis invitee,Autres,Gateau de voyage,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,65000,Depuis moins d'un an,exceptionelle,Cadeau,pour faire un cadeau,Autres,Autres,Non,sans_avis,46.45653079787234,30.720988589361703,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33320,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,44.89430785,-0.6485613730713807,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,91290,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour regaler ma famille; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,oui,sans_avis,48.588163,2.2536671644505937,44.841225,-0.5800364
Bordeaux,33270,Depuis moins d'un an,regulier,bouche a oreille,pour faire un cadeau,Kanougas,Autres,Non,sans_avis,61.506359026666665,23.67975741111111,44.841225,-0.5800364
Bordeaux,33000,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,sans_avis,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis moins d'un an,exceptionelle,par hasard en passant devant,pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,75015,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,48.84006768146342,2.296528706666667,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Autres,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,par hasard en passant devant,quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.38886685,-1.6381793651234804,44.841225,-0.5800364
Bordeaux,33720,C’est une de mes premieres visites,exceptionelle,bouche a oreille,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,61.445695404020974,23.8521662868007,44.841225,-0.5800364
Bordeaux,33200,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Mouchous,Je ne sais pas,Non,sans_avis,44.85388025,-0.6166134547299993,44.841225,-0.5800364
Bordeaux,33160,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,44.9086875,-0.8055626523304988,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33700,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,44.831305400000005,-0.679448433707023,44.841225,-0.5800364
Bordeaux,33000,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,44.841225,-0.5800364
Bordeaux,33240,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,44.9983005,-0.3934566435239762,44.841225,-0.5800364
Bordeaux,16200,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Autres,Gateau basque aux agrumes,Non,oui,40.21162415238096,29.046087147619044,44.841225,-0.5800364
Bordeaux,33370,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,44.84610704285714,-0.4652742261904762,44.841225,-0.5800364
Biarritz,32000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Mouchous,Espelines,Non,oui,45.34857646675095,18.9735415414665,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir,Gateau basque,Espelines,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Mouchous,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,94420,C’est une de mes premieres visites,exceptionelle,par hasard en passant devant,pour me faire plaisir,Mouchous,Je ne sais pas,Non,sans_avis,48.8091099300813,2.5748501536585366,43.47114375,-1.552726590666314
Biarritz,74200,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,Chocolat,Je ne sais pas,Non,sans_avis,46.34642875,6.47078945539438,43.47114375,-1.552726590666314
Biarritz,64000,Depuis quelques annees,exceptionelle,bouche a oreille,pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.3221107,-0.3393329323485784,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,exceptionelle,bouche a oreille,pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,33680,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,Kanougas,Je ne sais pas,Non,sans_avis,61.57044573333334,23.86686248333333,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Gateau basque,Autres,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64100,Depuis quelques annees,exceptionelle,par hasard en passant devant; bouche a oreille,pour me faire plaisir; pour faire un cadeau,Mouchous,Autres,Non,sans_avis,43.48437155,-1.4718677782037943,43.47114375,-1.552726590666314
Biarritz,64200,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,92330,Depuis quelques annees,exceptionelle,bouche a oreille,pour regaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,oui,sans_avis,48.77848319148936,2.289160995744681,43.47114375,-1.552726590666314
Biarritz,64100,Depuis quelques annees,regulier,bouche a oreille,quand je reçois du monde ou quand je suis invitee,Mouchous,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,91300,C’est une de mes premieres visites,premiere_fois,"par hasard en passant devant; avec vos parents, votre famille",pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,48.72910720257234,2.2674248627009645,43.47114375,-1.552726590666314
Biarritz,92000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Gateau basque,Je ne sais pas,Non,oui,48.89277833691774,2.207262274083251,43.47114375,-1.552726590666314
Biarritz,64200,Depuis moins d'un an,regulier,par hasard en passant devant,pour me faire plaisir,Mouchous,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,33000,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Gateau basque,Autres,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,97133,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,45.60595899751152,-122.99579133170506,43.47114375,-1.552726590666314
Biarritz,64210,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,sans_avis,Je ne sais pas,Non,sans_avis,43.43763507096019,-1.5853114421545669,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,75017,Depuis quelques annees,regulier,bouche a oreille,quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,48.88567554503722,2.308888552109181,43.47114375,-1.552726590666314
Biarritz,64210,Depuis toujours,exceptionelle,par hasard en passant devant,pour faire un cadeau,Kanougas,Je ne sais pas,Non,sans_avis,43.43763507096019,-1.5853114421545669,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Kanougas,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,12000,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,oui,19.19385011111111,-99.0239375,43.47114375,-1.552726590666314
Biarritz,13090,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,Non,43.52682402096774,5.433662938351255,43.47114375,-1.552726590666314
Biarritz,64100,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.47114375,-1.552726590666314
Socoa,29860,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,sans_avis,Je ne sais pas,Non,oui,48.49701460857143,-4.436101704285714,48.825983,2.3606487
Socoa,64700,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,43.34545245,-1.7151181530362305,48.825983,2.3606487
Socoa,64320,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,oui,sans_avis,43.29433197526882,-0.3252893892473118,48.825983,2.3606487
Socoa,37400,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Mouchous,Je ne sais pas,Non,oui,47.3967258,0.9745349493160184,48.825983,2.3606487
Socoa,64500,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Espelines,Non,sans_avis,43.38886685,-1.6381793651234804,48.825983,2.3606487
Socoa,31500,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,Non,43.609085899726026,1.467486172328767,48.825983,2.3606487
Socoa,34170,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,oui,43.63562712702703,3.911304803088803,48.825983,2.3606487
Socoa,34560,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,43.49433037297297,3.648729789189189,48.825983,2.3606487
Socoa,67760,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Chocolat,Je ne sais pas,Non,oui,48.691436490140845,7.889586253521126,48.825983,2.3606487
Socoa,67760,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,oui,48.691436490140845,7.889586253521126,48.825983,2.3606487
Socoa,64000,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir,Chocolat,Je ne sais pas,Non,sans_avis,43.3221107,-0.3393329323485784,48.825983,2.3606487
Socoa,64122,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Autres,Non,sans_avis,43.36781597432432,-1.70349487027027,48.825983,2.3606487
Socoa,33140,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,43.315942,-5.9256825,48.825983,2.3606487
Socoa,64122,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Chocolat,Je ne sais pas,Non,sans_avis,43.36781597432432,-1.70349487027027,48.825983,2.3606487
Socoa,64122,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Chocolat,Autres,Non,sans_avis,43.36781597432432,-1.70349487027027,48.825983,2.3606487
Socoa,64500,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Gateau basque aux agrumes,oui,sans_avis,43.38886685,-1.6381793651234804,48.825983,2.3606487
Bayonne,64100,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Autres,Gateau de voyage,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,63570,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,45.43920045354331,3.3237488992125983,43.4945144,-1.4736657
Bayonne,40390,Depuis quelques annees,exceptionelle,bouche a oreille,pour regaler ma famille; pour faire un cadeau,Chocolat,Je ne sais pas,Non,sans_avis,43.5480165,-1.313187993265678,43.4945144,-1.4736657
Bayonne,13420,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,-6.233028585714286,106.8850849,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,31300,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Gateau basque,Espelines,Non,Non,43.59956323773585,1.4155110676886793,43.4945144,-1.4736657
Bayonne,64140,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,43.3236467,-0.3940548712246594,43.4945144,-1.4736657
Bayonne,64340,Depuis toujours,exceptionelle,Cadeau,pour me faire plaisir; pour faire un cadeau,Gateau basque,Autres,Non,sans_avis,43.52629845,-1.482073202618845,43.4945144,-1.4736657
Bayonne,40440,Depuis quelques annees,regulier,via les reseaux,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.5623599,-1.450410669128959,43.4945144,-1.4736657
Bayonne,40220,Depuis toujours,exceptionelle,bouche a oreille,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Gateau de voyage,Non,sans_avis,43.53378075,-1.446863678686403,43.4945144,-1.4736657
Bayonne,93140,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir,Gateau basque,Autres,Non,Non,48.90087190918368,2.4811576714285715,43.4945144,-1.4736657
Bayonne,64000,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.3221107,-0.3393329323485784,43.4945144,-1.4736657
Bayonne,64600,Depuis toujours,regulier,"avec vos parents, votre famille",pour regaler ma famille; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.4897459,-1.5197091473862367,43.4945144,-1.4736657
Bayonne,64990,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Gateau basque aux agrumes,Non,sans_avis,43.46064595,-1.4282576589489366,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,regulier,par hasard en passant devant,pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Autres,Gateau basque aux agrumes,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,64990,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau,Chocolat,Je ne sais pas,Non,sans_avis,43.46064595,-1.4282576589489366,43.4945144,-1.4736657
Bayonne,40230,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Chocolat,Gateau de voyage,oui,sans_avis,43.65315855,-1.2640493404708346,43.4945144,-1.4736657
Bayonne,47200,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,Non,54.94066335185185,23.80180605925926,43.4945144,-1.4736657
Bayonne,64600,Depuis quelques annees,exceptionelle,bouche a oreille,pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.4945144,-1.4736657
Bayonne,64990,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.46064595,-1.4282576589489366,43.4945144,-1.4736657
Bayonne,40220,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.53378075,-1.446863678686403,43.4945144,-1.4736657
Bayonne,64200,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,oui,sans_avis,43.47642489353933,-1.5518984025280895,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,exceptionelle,bouche a oreille,Evenement,Gateau basque,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,64220,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,43.15840412391304,-1.2233153286956522,43.4945144,-1.4736657
Bayonne,40220,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,quand je reçois du monde ou quand je suis invitee,sans_avis,Je ne sais pas,Non,sans_avis,43.53378075,-1.446863678686403,43.4945144,-1.4736657
Bayonne,64100,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,exceptionelle,Travail,pour faire un cadeau; Noel,Autres,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau; Anniversaires,Chocolat,Je ne sais pas,oui,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,40510,Depuis quelques annees,regulier,par hasard en passant devant; bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.69497031791045,-1.3929541776119403,43.4945144,-1.4736657
Bayonne,33127,C’est une de mes premieres visites,premiere_fois,Seminaire,pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,44.821476110294114,-0.7758530860294117,43.4945144,-1.4736657
Bayonne,64600,Depuis quelques annees,regulier,par hasard en passant devant; bouche a oreille,pour faire un cadeau; Evenement,Autres,Espelines,Non,sans_avis,43.4897459,-1.5197091473862367,43.4945144,-1.4736657
Bayonne,65600,Depuis quelques annees,exceptionelle,Travail,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,oui,43.229693188235295,0.1042910588235294,43.4945144,-1.4736657
Bayonne,64100,Depuis quelques annees,exceptionelle,bouche a oreille,pour faire un cadeau,Chocolat,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.4945144,-1.4736657
Bayonne,26000,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour me faire plaisir,sans_avis,Je ne sais pas,Non,oui,37.3145502,128.9797310628204,43.4945144,-1.4736657
Bayonne,64600,C’est une de mes premieres visites,exceptionelle,bouche a oreille,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.4945144,-1.4736657
Bayonne,64250,Depuis quelques annees,exceptionelle,bouche a oreille,pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,43.34159391694915,-1.4317989559322033,43.4945144,-1.4736657
Bayonne,40530,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,62.18745935985916,25.71476469181338,43.4945144,-1.4736657
Bayonne,40130,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,oui,sans_avis,43.64577032794118,-1.4353693029411765,43.4945144,-1.4736657
Bayonne,64600,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.4945144,-1.4736657
Bayonne,17000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,oui,46.16201115,-1.1814851210294677,43.4945144,-1.4736657
